ID	chr	start	end	strand
NM_001277970	chr2	71624996	71696484	+
NM_001277980	chr17	87316688	87321707	+
NM_001277982	chr9	86659230	86775232	-
NM_001277983	chr9	86659230	86775284	-
NM_001277985	chr9	86659230	86775284	-
NM_001277986	chr9	86659230	86775284	-
NM_001277988	chr7	16760744	16771857	+
NM_001277989	chr7	16760744	16771857	+
NM_001277992	chr1	75207404	75212181	+
NM_001278041	chr16	20733200	20742457	+
NM_001278075	chr1	78414533	78485472	-
NM_001278115	chr1	136859142	136870756	+
NM_001278161	chr7	110975046	110976443	-
NM_001278207	chr7	52409673	52415434	+
NM_001278218	chr1_random	48174	185338	-
NM_001278219	chr1_random	48174	185338	-
NM_001278220	chr1_random	48174	109663	-
NM_001278226	chr15	79391928	79435539	-
NM_001278256	chr2	131735664	131764172	+
NM_001278257	chr2	131776597	131781867	+
NM_001278258	chr2	131735664	131781867	+
NM_001278259	chr2	131735664	131781867	+
NM_001278269	chr15	6529847	6615608	+
NM_001278271	chrX	71612786	71618688	-
NM_001278272	chrX	71612786	71618688	-
NM_001278274	chr9	55889652	55891052	+
NM_001278415	chr17	66428135	66450899	-
NM_001278447	chr18	6765165	6791604	+
NM_001278520	chr2	131776773	131781867	+
NM_001278534	chrX	99261881	99266646	-
NM_001278569	chr17	31814876	31818675	+
NM_001278570	chr17	31814876	31818675	+
NM_001278581	chr12	3954945	3960643	+
NM_001278582	chr12	3954945	3960643	+
NM_001278583	chr12	3954945	3960643	+
NM_001278584	chr12	3954945	3960643	+
NM_001278601	chr17	35336312	35338952	-
NM_001278605	chr7	126606222	126622776	-
NM_001278671	chr6	88497716	88577442	-
NM_001278787	chr2	111329375	111333972	-
NM_001278788	chr2	111329375	111333625	-
NM_001278941	chr3	106285368	106305948	+
NM_001278943	chr7	127553161	127688327	+
NM_001278944	chr7	127565215	127688323	+
NM_001281464	chr11	68829413	68849975	+
NM_001281465	chr11	68829413	68849975	+
NM_001281466	chr1	90123595	90158864	+
NM_001281470	chr18	44316057	44319539	-
NM_001281472	chr11	48758851	48759912	-
NM_001281475	chr9	26687152	26730666	-
NM_001281487	chr13	113825587	113881343	+
NM_001281491	chr17	27078397	27107590	+
NM_001281499	chr3	92592766	92594436	-
NM_001281508	chr7	33110305	33112264	-
NM_001281511	chr5	15215323	15220089	-
NM_001281514	chr5	14974497	14978899	-
NM_001281516	chr5	26344961	26431831	-
NM_001281519	chr5	26326712	26331267	-
NM_001281523	chr7	33612702	33614672	-
NM_001281523_dup1	chr7	33839601	33841571	-
NM_001281524	chr7	33612702	33614672	-
NM_001281524_dup1	chr7	33839601	33841571	-
NM_001281525	chr5	26344961	26349431	-
NM_001281526	chr7	34072326	34073510	+
NM_001281527	chr5	26584302	26588728	+
NM_001281530	chrX	113794787	113795134	+
NM_001281531	chrX	117426191	117426835	-
NM_001281537	chrX	124255710	124271086	-
NM_001281794	chr14	78969416	79029097	-
NM_001281795	chr3	88214416	88229056	-
NM_001281803	chr8	125967159	125987799	+
NM_001281812	chr5	110529578	110534971	+
NM_001281816	chr2	144390635	144416489	+
NM_001281818	chr11	61770265	62036515	+
NM_001281819	chr11	105829259	105851278	+
NM_001281829	chr2	30122241	30137669	+
NM_001281830	chr12	104672083	104681890	-
NM_001281845	chr14	34899165	34913754	+
NM_001281847	chr1	191031809	191168071	-
NM_001281848	chr1	191031809	191226152	-
NM_001281852	chr3	90496552	90499643	-
NM_001281854	chr13	20885982	20943776	+
NM_001281859	chrX	103771848	103799018	-
NM_001281862	chrX	103771848	103799018	-
NM_001281871	chrX	102275095	102312429	+
NM_001281880	chr13	51796617	51889116	-
NM_001281926	chr2	165609652	165707778	-
NM_001281929	chrX	38754478	39031778	+
NM_001281934	chr9	45714652	45737805	+
NM_001281954	chr9	40780881	40812711	-
NM_001281955	chr4	127665288	128244900	+
NM_001281965	chr11	46138650	46203017	-
NM_001281966	chr11	46138650	46203017	-
NM_001281967	chr11	46157980	46203017	-
NM_001281968	chr11	46138650	46203017	-
NM_001281969	chr3	80647521	80717582	-
NM_001281974	chr8	11611581	11635757	-
NM_001281975	chr8	11611581	11635757	-
NM_001281976	chr1	60965869	60972676	+
NM_001281977	chr4	48292632	48444825	+
NM_001281978	chr4	48292632	48444825	+
NM_001281979	chr4	60430919	60434824	-
NM_001281980	chr6	145064156	145123448	+
NM_001281981	chr6	145064156	145123448	+
NM_001281999	chr5	121099197	121129619	+
NM_001282000	chr8	93593956	93647743	+
NM_001282001	chr8	93593956	93647743	+
NM_001282006	chr11	72158219	72175944	-
NM_001282007	chr11	72158219	72174798	-
NM_001282010	chr1	37275123	37320229	+
NM_001282012	chr17	36109484	36115968	-
NM_001282013	chr17	36109484	36116770	-
NM_001282014	chr4	80480117	80497640	+
NM_001282015	chr4	80480117	80497640	+
NM_001282016	chr3	60806707	60812904	+
NM_001282017	chr3	94836613	94846536	-
NM_001282021	chr7	19842279	19857203	-
NM_001282022	chr7	19842279	19857203	-
NM_001282024	chr17	36109484	36116412	-
NM_001282025	chr17	36114701	36116770	-
NM_001282028	chr2	177670698	177691993	-
NM_001282032	chr3	89799368	89802638	-
NM_001282034	chrX	31832260	31834202	+
NM_001282037	chr3	144349866	144383299	-
NM_001282040	chr15	81781536	81791360	-
NM_001282041	chr15	81781536	81791360	-
NM_001282042	chr3	144346642	144383299	-
NM_001282044	chr3	68298103	68430404	+
NM_001282045	chr3	68272105	68430404	+
NM_001282051	chr5	108998126	109058796	-
NM_001282052	chr5	108998126	109058796	-
NM_001282054	chr3	153520105	153567855	-
NM_001282055	chr13	55736360	55782628	+
NM_001282061	chr12	83718486	84263043	+
NM_001282064	chr19	10651647	10664531	+
NM_001282065	chr19	10651647	10664531	+
NM_001282067	chr19	10651647	10664531	+
NM_001282071	chr6	72254604	72264367	+
NM_001282072	chr7	148483075	148513624	-
NM_001282073	chr7	148483075	148524682	-
NM_001282076	chr7	148483075	148513624	-
NM_001282083	chr9	69860355	69870673	+
NM_001282084	chr9	69860355	69870673	+
NM_001282086	chr9	8544142	8680741	+
NM_001282087	chr9	8544142	8628582	+
NM_001282088	chr7	109048322	109052299	-
NM_001282093	chr18	7868830	7929026	+
NM_001282095	chr10	80735933	80754326	-
NM_001282096	chr10	80735933	80748526	-
NM_001282102	chr6	79968871	79974926	+
NM_001282108	chr8	81033227	81257911	+
NM_001282109	chr8	81033227	81257911	+
NM_001282118	chr11	29426397	29445447	+
NM_001282119	chr11	29426397	29445447	+
NM_001282120	chr11	29426397	29445447	+
NM_001282126	chr6	113257131	113274856	+
NM_001282127	chr6	113257131	113274856	+
NM_001282128	chr6	113257131	113274856	+
NM_001282148	chr8	24249257	24260057	-
NM_001282443	chr15	75713364	75719153	-
NM_001282737	chr4	107552360	107560029	+
NM_001282942	chr13	63412845	63533053	-
NM_001282943	chr4	11118856	11131926	+
NM_001282945	chr1	136095792	136132034	-
NM_001282947	chr10	90452056	90545488	-
NM_001282961	chr13	58907930	59235331	+
NM_001282966	chr10	128346401	128349874	+
NM_001282967	chr10	92710161	92773904	-
NM_001282976	chr10	127472402	127485693	+
NM_001282977	chr11	97862822	97883941	-
NM_001282978	chr11	97866239	97883941	-
NM_001282992	chr10	75813999	75905657	-
NM_001282993	chr11	12136679	12364963	-
NM_001282994	chr11	12136679	12312143	-
NM_001283011	chr13	101387119	101421016	-
NM_001283013	chr10	79317177	79327180	+
NM_001283028	chr13	51196249	51247931	+
NM_001283029	chr13	51196916	51247931	+
NM_001283030	chr13	51196249	51247931	+
NM_001283045	chr2	31615693	31659882	+
NM_001283046	chr2	31544057	31659882	+
NM_001283047	chr2	31544057	31659882	+
NM_001283048	chr10	90610316	90633295	-
NM_001283061	chr11	4969690	4999091	-
NM_001283062	chr11	4969690	4999091	-
NM_001283063	chr11	4980081	4999091	-
NM_001284189	chr13	94073712	94175084	+
NM_001284190	chr4	110070303	111335629	+
NM_001284191	chr4	117598765	117602368	-
NM_001284192	chr4	117598765	117602368	-
NM_001284193	chr4	117598765	117602368	-
NM_001284195	chr4	135411986	135421733	+
NM_001284196	chr4	135411986	135425814	+
NM_001284197	chr10	77512704	77526367	+
NM_001284198	chr10	77518080	77526367	+
NM_001284199	chr10	77518080	77526367	+
NM_001284200	chr10	77518080	77526367	+
NM_001284205	chr13	97791819	97804317	-
NM_001284218	chr13	59594765	59658708	-
NM_001284219	chr13	59550896	59658283	-
NM_001284221	chr13	59555211	59645812	-
NM_001284227	chr11	77851443	77873934	+
NM_001284228	chr11	77853806	77873934	+
NM_001284229	chr4	116273657	116300102	-
NM_001284248	chr11	102057061	102091486	-
NM_001284249	chr11	102057061	102091486	-
NM_001284250	chr11	102057061	102091486	-
NM_001284258	chr9	102737250	102810637	+
NM_001284270	chr4	149089484	149112177	-
NM_001284272	chr9	83728296	83765997	+
NM_001284273	chr4	149098972	149111879	-
NM_001284279	chr10	29063982	29077519	-
NM_001284300	chr10	61178011	61201400	+
NM_001284312	chr4	155318267	155333713	+
NM_001284314	chr4	155317922	155333713	+
NM_001284319	chr14	32978772	32993041	+
NM_001284328	chr9	88344202	88377235	-
NM_001284329	chr10	106709450	106862199	+
NM_001284332	chr9	108941081	108960306	+
NM_001284344	chr10	88871568	88906712	-
NM_001284345	chr5	68009378	68238670	-
NM_001284346	chr14	32893703	32898878	-
NM_001284354	chr10	10869228	10929409	+
NM_001284359	chr11	32131963	32167707	-
NM_001284360	chr11	32131963	32167707	-
NM_001284369	chr2	73654566	73730696	-
NM_001284370	chr2	73664404	73730696	-
NM_001284371	chr2	73664404	73730696	-
NM_001284372	chr2	73654566	73730696	-
NM_001284373	chr2	73654566	73730696	-
NM_001284374	chr2	73654566	73730696	-
NM_001284375	chr16	29232000	29378818	-
NM_001284376	chr2	73654566	73730696	-
NM_001284380	chr11	43588107	43714739	-
NM_001284381	chr11	43588107	43714739	-
NM_001284383	chr14	13116717	13135745	+
NM_001284384	chr14	13116717	13135745	+
NM_001284385	chr14	13116717	13135745	+
NM_001284386	chr14	13116717	13135745	+
NM_001284387	chr14	13116717	13135745	+
NM_001284392	chr11	87394563	87404041	+
NM_001284393	chr11	95703609	95707045	+
NM_001284394	chr11	87394563	87404041	+
NM_001284397	chr11	95704559	95707045	+
NM_001284398	chr11	87391891	87404041	+
NM_001284399	chr14	46212846	46277818	-
NM_001284402	chr5	123100433	123134298	+
NM_001284409	chr8	47702645	47725052	+
NM_001284410	chr2	127953311	127957234	+
NM_001284411	chr11	101115021	101120861	+
NM_001284412	chr11	101115021	101120861	+
NM_001284414	chr11	101115021	101119361	+
NM_001284427	chr11	3417525	3439295	-
NM_001284428	chr11	3417525	3439295	-
NM_001284429	chr11	3417525	3439295	-
NM_001284503	chrX	13094208	13423682	-
NM_001284504	chrX	13094208	13423682	-
NM_001284505	chrX	13094208	13423682	-
NM_001284506	chr15	88985976	89011218	-
NM_001284507	chr9	54612555	54620917	+
NM_001284508	chr9	121398942	121404812	-
NM_001284519	chr13	24419273	24569158	+
NM_001284520	chr13	24506991	24569158	+
NM_001284521	chr15	99803211	99846789	+
NM_001284522	chr15	99800496	99846789	+
NM_001284523	chr15	99803211	99846789	+
NM_001284524	chr1	136007819	136048117	+
NM_001284525	chr1	136007819	136048117	+
NM_001285412	chr6	29298106	29326675	+
NM_001285413	chr15	100451771	100465990	-
NM_001285414	chr15	100451771	100465990	-
NM_001285416	chr2	109516054	109567200	+
NM_001285417	chr2	109534566	109567200	+
NM_001285418	chr2	109516054	109567200	+
NM_001285419	chr2	109517189	109567200	+
NM_001285420	chr2	109533184	109567200	+
NM_001285421	chr2	109549540	109567200	+
NM_001285422	chr2	109563078	109567200	+
NM_001285423	chr14	75132104	75150572	+
NM_001285425	chr1	9950244	9957566	-
NM_001285426	chr2	52283840	52531662	-
NM_001285427	chr2	52283840	52414131	-
NM_001285428	chr2	52283840	52531378	-
NM_001285429	chr15	75725226	75739986	-
NM_001285430	chr15	75725226	75739774	-
NM_001285431	chr15	75725226	75739986	-
NM_001285432	chr15	75725226	75739774	-
NM_001285433	chr15	75725226	75739774	-
NM_001285434	chr15	75725226	75739774	-
NM_001285435	chr10	79802538	79811193	-
NM_001285436	chr11	118351074	118770886	-
NM_001285437	chr11	118351074	118772911	-
NM_001285438	chr11	118351074	118622355	-
NM_001285441	chr11	68785986	68788687	-
NM_001285442	chr11	68785986	68787357	-
NM_001285443	chr11	68785986	68787357	-
NM_001285446	chr2	154262220	154365092	+
NM_001285452	chr5	67651804	67682700	+
NM_001285453	chr19	7017052	7026395	+
NM_001285454	chr11	104092750	104193403	+
NM_001285455	chr11	104092750	104193403	+
NM_001285456	chr11	104092750	104193403	+
NM_001285457	chr19	58310071	58529888	-
NM_001285458	chr2	113167893	113556924	+
NM_001285459	chr2	113281221	113556924	+
NM_001285463	chr1	60155091	60210797	+
NM_001285466	chr14	27393344	27453808	+
NM_001285467	chr14	27393344	27453808	+
NM_001285469	chr5	5664829	5694326	-
NM_001285470	chr5	5664829	5694089	-
NM_001285471	chr5	5664829	5694089	-
NM_001285472	chr16	18581797	18590764	-
NM_001285473	chr1	60164927	60210797	+
NM_001285476	chr16	18581797	18587062	-
NM_001285478	chr4	137772527	137800597	+
NM_001285479	chr4	137772527	137800597	+
NM_001285480	chr4	137772527	137800597	+
NM_001285481	chr4	137772527	137800597	+
NM_001285482	chr4	135979439	136000316	+
NM_001285483	chr4	135979439	136000316	+
NM_001285484	chr4	135980527	136000316	+
NM_001285487	chr4	115511803	115551861	+
NM_001285488	chr4	115511803	115551861	+
NM_001285489	chr7	150699484	150735025	-
NM_001285490	chr7	150699484	150734733	-
NM_001285491	chr16	18498806	18566773	+
NM_001285493	chr16	18498964	18566773	+
NM_001285494	chr16	18498964	18566773	+
NM_001285496	chr4	118115020	118130118	-
NM_001285497	chr4	118115020	118130118	-
NM_001285498	chr7	52471123	52488989	+
NM_001285500	chr7	52471123	52488989	+
NM_001285503	chr16	14163368	14193016	+
NM_001285504	chr16	14163368	14193016	+
NM_001285505	chr4	133403206	133443712	-
NM_001285506	chr4	133403206	133430646	-
NM_001285507	chr2	125656038	125684818	-
NM_001285511	chr5	96499352	96590566	-
NM_001285512	chr2	125656038	125684818	-
NM_001285513	chr2	125656038	125684818	-
NM_001285514	chr5	96499352	96590774	-
NM_001285517	chr7	51804986	51809335	-
NM_001285518	chr7	51804986	51809335	-
NM_001285519	chr7	51804986	51809335	-
NM_001285520	chr4	117604758	117807551	-
NM_001285521	chr4	117604758	117807551	-
NM_001285529	chr4	71770979	71861927	-
NM_001285530	chr4	71770979	71861927	-
NM_001285531	chr4	71818614	71861927	-
NM_001285532	chr4	71818614	71861927	-
NM_001285776	chr7	106493885	106501749	-
NM_001285777	chr10	127631691	127647060	+
NM_001285779	chr10	127631691	127647060	+
NM_001285780	chr14	14781526	14793827	-
NM_001285783	chr4	106323674	106327887	+
NM_001285784	chr4	106323674	106327887	+
NM_001285785	chr10	126759020	126766999	+
NM_001285788	chr16	36694064	36726890	+
NM_001285791	chr16	36694064	36726890	+
NM_001285792	chr7	105983622	106003257	+
NM_001285793	chr16	38742372	38769167	+
NM_001285794	chr7	105983622	106003257	+
NM_001285795	chr7	105987355	106003257	+
NM_001285797	chr7	30678356	30691551	-
NM_001285798	chr7	30678356	30691551	-
NM_001285800	chr4	45031481	45047151	+
NM_001285804	chr4	3866035	3870672	+
NM_001285805	chr16	42907758	43619236	+
NM_001285806	chr5	113339498	113444558	-
NM_001285807	chr18	23573910	23818220	+
NM_001285808	chr18	23655983	23818220	+
NM_001285810	chr18	23655983	23818220	+
NM_001285811	chr18	23573910	23794278	+
NM_001285812	chr4	116924556	116941193	+
NM_001285813	chr18	23468521	23818220	+
NM_001285814	chr4	116924556	116941193	+
NM_001285815	chr4	116924556	116941193	+
NM_001285816	chr4	116924556	116941193	+
NM_001285817	chr18	23655983	23818220	+
NM_001285825	chr7	27972025	27981290	-
NM_001285826	chr1	58487837	58502330	-
NM_001285827	chr1	58487837	58502330	-
NM_001285831	chr7	120657348	120714402	+
NM_001285833	chr7	94395159	94547218	+
NM_001285835	chr7	94395159	94547218	+
NM_001285839	chr1	53370468	53383186	+
NM_001285840	chr15	44503403	44580218	-
NM_001285841	chr15	44503403	44538034	-
NM_001285842	chr15	44503403	44538034	-
NM_001285843	chr15	44503403	44538034	-
NM_001285844	chr15	44503403	44538034	-
NM_001285845	chr4	134052676	134066152	+
NM_001285846	chr4	134052676	134066152	+
NM_001285847	chr4	134052676	134066152	+
NM_001285849	chr4	134052956	134066152	+
NM_001285852	chr4	102432740	102645287	+
NM_001285853	chr10	80720044	80725726	+
NM_001285854	chr10	80720044	80725726	+
NM_001285855	chr10	80715680	80725726	+
NM_001285857	chr7	149620882	149626301	+
NM_001285858	chr7	149620882	149626301	+
NM_001285859	chr4	102432740	102645287	+
NM_001285860	chr4	102432740	102645287	+
NM_001285861	chr7	149622739	149626301	+
NM_001285862	chr4	102432740	102645287	+
NM_001285863	chr15	93228895	93322343	+
NM_001285864	chr15	93228781	93322343	+
NM_001285865	chr4	128896822	128916462	-
NM_001285866	chr4	128896822	128905155	-
NM_001285867	chr4	128896822	128938648	-
NM_001285870	chr7	112759162	112782085	-
NM_001285871	chr7	112759162	112782085	-
NM_001285872	chr4	133953386	133983327	+
NM_001285873	chr7	112752977	112782085	-
NM_001285874	chr4	133958827	133983327	+
NM_001285875	chr4	133952235	133983327	+
NM_001285877	chr4	133958885	133983327	+
NM_001285881	chr1	65153887	65169788	-
NM_001285882	chr1	65151859	65169788	-
NM_001285884	chr16	17651301	17723040	-
NM_001285885	chr4	126754627	126801618	+
NM_001285886	chr16	17651301	17722993	-
NM_001285887	chr4	126754627	126801618	+
NM_001285888	chr4	126754627	126801618	+
NM_001285890	chr15	103345408	103360487	+
NM_001285891	chr7	16905585	16973245	-
NM_001285892	chr7	16905585	16973245	-
NM_001285893	chr16	21423191	21644754	+
NM_001285894	chr16	21423191	21644754	+
NM_001285895	chr4	108891018	108927182	+
NM_001285896	chr4	108907090	108927182	+
NM_001285897	chr4	108907867	108927182	+
NM_001285898	chr4	108907867	108927182	+
NM_001285899	chr4	117222970	117346902	+
NM_001285901	chr4	117222929	117346902	+
NM_001285902	chr4	117222929	117346902	+
NM_001285904	chr7	52411316	52415434	+
NM_001285905	chr7	134335174	134339591	-
NM_001285906	chr7	134335174	134339591	-
NM_001285907	chr7	134335174	134339591	-
NM_001285908	chr14	20691781	20796471	-
NM_001285909	chr14	20691781	20796471	-
NM_001285910	chr14	20691781	20796471	-
NM_001285911	chr14	20691781	20795915	-
NM_001285913	chr8	101548371	101940371	-
NM_001285914	chr8	101548371	101940371	-
NM_001285916	chr16	26957321	26968331	-
NM_001285917	chr13	60703308	60864552	+
NM_001285918	chr16	26957321	26991738	-
NM_001285920	chr4	147247695	147279018	-
NM_001285921	chr4	147247695	147279018	-
NM_001285922	chr4	147247695	147279018	-
NM_001285923	chr4	147247695	147278807	-
NM_001285927	chr1	80497643	80661927	-
NM_001285928	chr4	138274441	138293082	-
NM_001285929	chr4	138274441	138294353	-
NM_001285930	chr4	138274441	138280771	-
NM_001285931	chr7	16782570	16807342	-
NM_001285932	chr7	16782570	16807342	-
NM_001285933	chr14	68334155	68360367	+
NM_001285936	chr1	63246932	63361149	+
NM_001285937	chr1	63246932	63361149	+
NM_001285940	chr17	78777218	78817492	-
NM_001285942	chr7	29756391	29766907	-
NM_001285943	chr7	29757054	29766907	-
NM_001285945	chr1	129850756	129999624	-
NM_001285946	chr17	78777218	78817492	-
